"pid","assessed_value"
926,330722.06
927,273986.7
928,226954.85
929,507571.86
930,220836.95
931,355120.74
932,97856.1
933,201441.12
934,375199.22
935,211811.41
936,356435.09
937,258037.76
938,171954.18
939,228409.6
940,266647.21
941,332611.33
942,422013.58
943,257327.55
944,106619.97
945,131237.42
946,350343.03
947,159440.58
948,323117.31
949,359990.36
950,239586.26
951,361899.74
952,876236.31
953,291368.19
954,612363.82
955,404450.05
956,327333.97
957,233335.66
958,565948.96
959,206512.32
960,114655.01
961,129146.95
962,478675.27
963,361382.8
964,335706.27
965,210203.94
966,317029.38
967,364137.56
968,364492.22
969,282033.56
970,485249.17
971,211625.83
972,249963.37
973,313309.21
974,257211.83
975,1052604.74
976,167508.7
977,267635.06
978,277533.46
979,366987
980,310665.9
981,257348.33
982,185754.28
983,188062.79
984,334328.56
985,254624.78
986,168979.49
987,914654.13
988,319376.69
989,202733.05
990,161892.91
991,526013.61
992,390159.02
993,255047.74
994,110155.05
995,192121.89
996,383176.19
997,210549.1
998,111139.98
999,326768.41
1000,239090.25
1001,307839.21
1002,125856.76
1003,154544.16
1004,370595.5
1005,370854.02
1006,359032.4
1007,396147.7
1008,499797.55
1009,329398.85
1010,89372.42
1011,1331966.47
1012,269949.84
1013,251427.83
1014,163345.62
1015,374954.12
1016,514120.74
1017,184774.48
1018,107533.41
1019,273018.12
1020,230469.27
1021,330590.16
1022,377238.18
1023,296396.2
1024,232120.16
1025,283092.78
1026,258935.38
1027,363438.66
1028,309835.95
1029,232172.85
1030,328047.68
1031,327923.19
1032,387745.82
1033,131033.85
1034,136929.31
1035,225880.3
1036,347404.96
1037,395001.26
1038,364370.94
1039,267733.13
1040,318124.03
1041,289561.3
1042,146301.94
1043,226108.05
1044,406878.69
1045,139148.75
1046,337129.22
1047,207307.22
1048,343698.17
1049,475499.6
1050,202482.82
1051,238195.59
1052,462441.28
1053,313688.83
1054,353681.64
1055,378939.66
1056,133252.19
1057,365387.48
1058,365239.79
1059,447996.64
1060,344868.86
1061,349240.26
1062,259919.25
1063,258293.96
1064,686282.26
1065,336586.37
1066,1304728.35
1067,545293.86
1068,578191.87
1069,145714.05
1070,335334.07
1071,881502.2
1072,300139.41
1073,332352.07
1074,291078.37
1075,334453.85
1076,500975.11
1077,665407.11
1078,672058.76
1079,323827.54
1080,148306.93
1081,337286.45
1082,287469.67
1083,266861.29
1084,310557.4
1085,303818.93
1086,260888.23
1087,343348.99
1088,92644.22
1089,323482.02
1090,323941.47
1091,356977.58
1092,394547.48
1093,151450.03
1094,347558.04
1095,294385.95
1096,233551.47
1097,261760.01
1098,314823.59
1099,600027.07
1100,336261.96
1101,403398.16
1102,319931.97
1103,1081605.56
1104,467659.94
1105,498275.66
1106,330466.3
1107,340325.01
1108,214322.8
1109,282647.86
1110,186894.1
1111,184952.44
1112,197362.47
1113,292024.28
1114,444939.71
1115,448618.58
1116,516676.36
1117,90374.82
1118,115119.02
1119,355702.44
1120,323569.94
1121,236858.25
1122,213116.68
1123,299773.88
1124,318971.48
1125,352030.8
1126,265698.26
1127,263394.88
1128,245198.06
1129,655250.45
1130,117164.3
1131,245402.62
1132,227668.51
1133,435719.5
1134,445174.46
1135,357541.12
1136,306891.02
1137,271618.15
1138,1025495.67
1139,288485.45
1140,107694.7
1141,490079.88
1142,128985.98
1143,858413.56
1144,210341.8
1145,159874.52
1146,159124.76
1147,228171.45
1148,290507.06
1149,320988.16
1150,149524.92
1151,140529.93
1152,509777.45
1153,296656
1154,142954.61
1155,362794.44
1156,450720.3
1157,371478.41
1158,525311.77
1159,177327.5
1160,161541.64
1161,185806.94
1162,116856.45
1163,408925.17
1164,284686.19
1165,184695.32
1166,227495.23
1167,325461.77
1168,326657.29
1169,226118.91
1170,315625.3
1171,389334.84
1172,131271.97
1173,235792.58
1174,825773.61
1175,319702.07
1176,323280.77
1177,323718.04
1178,308379.37
1179,358564.58
1180,168851.04
1181,296531.99
1182,506214.49
1183,191715.89
1184,365178.87
1185,302027.42
1186,836774.19
1187,798742.5
1188,189801.1
1189,310436.25
1190,311431.8
1191,307712.71
1192,328568.61
1193,336947.2
1194,242601.15
1195,127519.17
1196,246545.56
1197,275243.2
1198,459332.37
1199,182084.39
1200,318717.88
1201,310527.7
1202,175871.16
1203,74493.73
1204,255125.23
1205,361516.24
1206,310794.89
1207,278823.68
1208,125508.74
1209,312061.88
1210,391319.44
1211,289879.91
1212,389760.53
1213,363410.77
1214,213261.6
1215,278146.2
1216,227565.26
1217,449743.44
1218,665866
1219,201820.24
1220,129318.46
1221,410524.9
1222,280664.94
1223,387946.97
1224,128799.48
1225,248059.61
1226,477468.72
1227,421232.79
1228,406570.11
1229,233263.43
1230,759623.91
1231,310901.66
1232,185209.92
1233,216637.92
1234,303553.97
1235,272686.96
1236,255151.93
1237,188130.18
1238,522712.14
1239,525877.58
1240,211353.71
1241,328337.51
1242,357014.52
1243,517078.65
1244,514452.79
1245,491495.45
1246,191298.85
1247,241662.38
1248,338244.41
1249,114957.41
1250,288172.52
1251,285369.7
1252,307497.62
1253,372117.26
1254,99208.28
1255,869596.42
1256,341404.08
1257,171893.02
1258,322863.97
1259,375873.37
1260,351636.45
1261,288672.34
1262,388797.74
1263,443642.79
1264,117099.06
1265,402174.08
1266,119785.63
1267,231690.33
1268,133465.26
1269,714051.48
1270,249075.13
1271,198442.84
1272,160072.81
1273,370150.87
1274,138436.44
1275,178989.66
1276,445081.64
1277,395544.12
1278,191016.48
1279,356796.58
1280,221380.61
1281,362824.59
1282,498611.72
1283,328155.55
1284,500554.05
1285,368103.15
1286,651477.51
1287,513464.93
1288,174551.05
1289,334892.86
1290,137475.93
1291,339497.42
1292,250027.67
1293,247226.13
1294,205771.51
1295,413029.5
1296,225609.85
1297,358231.1
1298,329270.87
1299,709076.49
1300,346256.93
1301,227849.92
1302,218994.87
1303,321737.66
1304,259981.46
1305,233302.1
1306,317648.43
1307,277428.71
1308,281784.1
1309,355826.1
1310,236080.56
1311,143992.67
1312,369806.69
1313,231664
1314,302300.94
1315,264629.03
1316,333216.05
1317,375867.13
1318,338780.87
1319,456752.44
1320,320523.13
1321,305646
1322,211635.46
1323,317677.49
1324,299166.3
1325,339666.59
1326,390298.13
1327,313814.83
1328,476685.87
1329,145262.91
1330,658501.6
1331,481193.43
1332,283369.01
1333,310976.74
1334,315192.76
1335,86234.83
1336,357177.4
1337,155731.21
1338,343037.96
1339,176083.18
1340,409526.44
1341,937127.72
1342,316123.2
1343,451391.99
1344,464574.22
1345,280269.41
1346,227031.04
1347,244403.95
1348,720769.64
1349,375950.54
1350,236219.19
1351,371750.77
1352,250306.97
1353,535134.08
1354,317992.45
1355,302882.47
1356,455752.58
1357,250175.42
1358,501592.38
1359,274180.16
1360,307841.69
1361,347560.3
1362,248764.68
1363,281376.05
1364,197299.08
1365,305943.87
1366,225534.77
1367,314580.87
1368,503698.83
1369,212172.11
1370,335792.62
1371,238078.79
1372,202681.02
1373,376202.26
1374,227084.05
1375,475664.13
1376,331144.85
1377,200901.23
1378,135736.77
1379,241427.51
1380,312186.31
1381,866692.69
1382,254252.53
1383,355821.74
1384,334565.94
1385,317464.39
1386,260575.63
1387,374115.94
1388,152525.29
1389,710951.22
1390,606819.7
1391,872686.88
1392,298095.43
1393,149672.61
1394,272022.28
1395,814500.06
1396,135565.76
1397,419467.29
1398,96043.67
1399,317561.43
1400,295515.56
1401,341802.46
1402,326572.56
1403,262982.94
1404,252675.03
1405,152851.92
1406,308569.09
1407,325566.55
1408,491514.26
1409,629980.49
1410,755078.5
1411,852002.63
1412,434362.99
1413,305216.26
1414,109450.78
1415,395364.34
1416,238926.03
1417,613313.82
1418,365178.87
1419,404154.03
1420,101736.57
1421,261303.71
1422,346614.77
1423,99581.49
1424,392114.85
1425,317653.59
1426,395302.01
1427,462309.85
1428,253292.56
1429,147965.86
1430,399208.88
1431,336975.89
1432,128457.29
1433,372091.71
1434,632417.51
1435,137629.95
1436,187449.14
1437,252634.45
1438,385671.63
1439,456825.59
1440,178678.05
1441,505740.42
1442,346963.7
1443,276088.81
1444,297420.89
1445,476376.9
1446,324803.29
1447,324969.22
1448,455610.06
1449,218233.04
1450,278112.84
1451,348304.72
1452,332325.43
1453,359329.41
1454,276054.57
1455,349840.88
1456,239263.22
1457,395924.61
1458,109843.56
1459,320122.63
1460,386664.46
1461,562552.77
1462,351655.14
1463,404619.39
1464,385352.36
1465,295431.5
1466,268139.86
1467,355916.82
1468,265472.14
1469,230336.45
1470,271177.39
1471,1557162.48
1472,235034.59
1473,301349.8
1474,520925.07
1475,333885.25
1476,230047.72
1477,196877.83
1478,733078.22
1479,449770.85
1480,91803.16
1481,188230.68
1482,193379.19
1483,204497.1
1484,135011.87
1485,131626.07
1486,404604.66
1487,536655.74
1488,226023.21
1489,322269.19
1490,114987.08
1491,91584.49
1492,347387
1493,141711.65
1494,338433.65
1495,334728.75
1496,279846.23
1497,292211.7
1498,233410.01
1499,116263.8
1500,345995.96
1501,328823.9
1502,299416.81
1503,342215.19
1504,367555.01
1505,207069.68
1506,336803.85
1507,326763.23
1508,322452.45
1509,121159.15
1510,158275.23
1511,376361.04
1512,186151.67
1513,214526.11
1514,356242.94
1515,424140.59
1516,194232.14
1517,289206.09
1518,341820.48
1519,629240.81
1520,317717.11
1521,225133.64
1522,735333.62
1523,337367.02
1524,374049.77
1525,362833.05
1526,155527.71
1527,374316.5
1528,215994.68
1529,86304.5
1530,537078.14
1531,340791.16
1532,226914.37
1533,239144.81
1534,338997.09
1535,354509.2
1536,353329.44
1537,326620.53
1538,307952.19
1539,335387.35
1540,141652.84
1541,317366.76
1542,106117.52
1543,337857.47
1544,350791.2
1545,100432.32
1546,716528.24
1547,293517.13
1548,187835.45
1549,110935.71
1550,412837.7
1551,215934.23
1552,318987.29
1553,254954.82
1554,355169.75
1555,107306.69
1556,322605.87
1557,350173.68
1558,124472.82
1559,430562.73
1560,717394.59
1561,138489.96
1562,294833.31
1563,196645.61
1564,338969.04
1565,754326.88
1566,352244.28
1567,371323.55
1568,684840.51
1569,320043.08
1570,613446.53
1571,392688.21
1572,383860.33
1573,224938.14
1574,221130.88
1575,407881.13
1576,348795.91
1577,138259.28
1578,343531.42
1579,343920.48
1580,300653.99
1581,190420.98
1582,271157.42
1583,294776.36
1584,1426980.16
1585,412918.39
1586,121341.79
1587,248642.05
1588,248284.04
1589,237863.78
1590,300477.92
1591,654024.99
1592,230076.46
1593,320084.28
1594,643361.14
1595,138861.47
1596,264411.74
1597,157616.9
1598,174556.47
1599,1077525.28
1600,122518.68
1601,321898.78
1602,148254.99
1603,334423.2
1604,182997.63
1605,319180.73
1606,145971.07
1607,152304.93
1608,1076371.39
1609,140842.32
1610,335196.51
1611,337888.85
1612,375782.06
1613,367639.09
1614,249901.98
1615,1330963.38
1616,320256.34
1617,556311.2
1618,248147.66
1619,302166.12
1620,476855.63
1621,325160.81
1622,376859.21
1623,179049.54
1624,472298.24
1625,192422.92
1626,479714.42
1627,431444.42
1628,372360.35
1629,129512.64
1630,145607.1
1631,339553.57
1632,356114.86
1633,177761.63
1634,766209.57
1635,456490.4
1636,229119.19
1637,380108.27
1638,380687.49
1639,319856.76
1640,166383.2
1641,240596
1642,377638.09
1643,219705.04
1644,117883.98
1645,364644.56
1646,230030.51
1647,416619.04
1648,139253.43
1649,485967.58
1650,229524.46
1651,305326.46
1652,120144.12
1653,270049.81
1654,178879.34
1655,202630.22
1656,578190.03
1657,318381.38
1658,549932.62
1659,597664.84
1660,362213.93
1661,500418.88
1662,234053.49
1663,383852.78
1664,375161.5
1665,506799.78
1666,179325.15
1667,400586.14
1668,315969.19
1669,214845.83
1670,269635.98
1671,102001.77
1672,308225.83
1673,374929.5
1674,515637.35
1675,423360.93
1676,140482.24
1677,244981.17
1678,231056.52
1679,170080.77
1680,507669.4
1681,85353.55
1682,228011.33
1683,168613.03
1684,366369.67
1685,342305.01
1686,297207.01
1687,81813.08
1688,299361.47
1689,331383.78
1690,247836.95
1691,342862.09
1692,308641.34
1693,266566.86
1694,307767.63
1695,348676.38
1696,315775.05
1697,370789.83
1698,267711.05
1699,253907.82
1700,321045.37
1701,307004.38
1702,99549.17
1703,138737.72
1704,222861.45
1705,263381.18
1706,335289.39
1707,281348.53
1708,226344.33
1709,219095.7
1710,544173.82
1711,270698.63
1712,315940.93
1713,239895.56
1714,749754.29
1715,237674.98
1716,281064.14
1717,334542.01
1718,147948.86
1719,446105.75
1720,338602.51
1721,175227.15
1722,378447.72
1723,123145.88
1724,169396.42
1725,588111.48
1726,262371.92
1727,234656.3
1728,275516.38
1729,150739.22
1730,379091.85
1731,340708.67
1732,1421595.76
1733,346271.93
1734,128378.72
1735,246030.94
1736,176909.35
1737,380497.22
1738,310612.73
1739,327665.72
1740,135656.16
1741,254885.84
1742,181779.5
1743,344424.49
1744,191091.39
1745,691039.54
1746,534041.32
1747,332017.31
1748,257664.9
1749,418058.98
1750,336008.22
1751,467545.18
1752,933033.18
1753,320401.18
1754,245573.48
1755,287537.4
1756,365795.55
1757,810727.28
1758,228478.09
1759,626446.32
1760,127609.17
1761,331140.22
1762,122013.15
1763,102797.37
1764,731046.75
1765,480088.86
1766,389914.08
1767,863862.07
1768,207049.18
1769,332268.65
1770,301200.56
1771,249886.37
1772,166272.5
1773,166704.32
1774,380104.97
1775,227936.75
1776,461747.59
1777,182125.93
1778,322363.11
1779,1375905.31
1780,140903.85
1781,157374.59
1782,350292.6
1783,303452.81
1784,313542.07
1785,392619.09
1786,387431.91
1787,409343.4
1788,347568.97
1789,748441.66
1790,375576.29
1791,158463.58
1792,382617.18
1793,95285.4
1794,241161.51
1795,131908.82
1796,199654.22
1797,364965.85
1798,271264.06
1799,252965.87
1800,423362.94
1801,293033.72
1802,126676.66
1803,617778.89
1804,279116.53
1805,193264.88
1806,372334.42
1807,326438.87
1808,195414.58
1809,272213.17
1810,450167.05
1811,100313.19
1812,197787.65
1813,395063.91
1814,223168.23
1815,320829.54
1816,256398.55
1817,275111.29
1818,336789.28
1819,183864.95
1820,257213.25
1821,201540.83
1822,351368.26
1823,276978.85
1824,290436.93
1825,243795.62
1826,472983.88
1827,164716.25
1828,197765.29
1829,849341.12
1830,442533.05
1831,390536.43
1832,200029.65
1833,445842.38
1834,381973.1
1835,854650.52
1836,887703.89
1837,329868.84
1838,529992.3
1839,120182.78
1840,343908.06
1841,135420.9
1842,117926.67
1843,319086.91
1844,260020.22
1845,240626.11
1846,365355.5
1847,366002.11
1848,406842.45
1849,411081.26
1850,137935.23
1851,255031.14
1852,194870.04
1853,472494.96
1854,195146.27
1855,355223.77
1856,600236.28
1857,275873.32
1858,452548.74
1859,332182.35
1860,375153.03
1861,359562.62
1862,120088.33
1863,331166.4
1864,156164.78
1865,184687.79
1866,121347.38
1867,217449.52
1868,385774.46
1869,161237.36
1870,838975.32
1871,369227.05
1872,248475.17
1873,310069.66
1874,256822.48
